GENESIS-Tabelle: 23131-0001
Krankenhauspatienten: Deutschland, Jahre,;;;;;;;;;;;
Hauptdiagnose ICD-10 (1-3-Steller Hierarchie);;;;;;;;;;;
Diagnosen der Krankenhauspatienten;;;;;;;;;;;
Deutschland;;;;;;;;;;;
Gestorbene Patienten (Anzahl);;;;;;;;;;;
;;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
ICD10-Z61;    Kontaktanlässe mit Bezug auf Kindheitserlebnisse;-;-;-;-;-;-;-;-;-;-
ICD10-Z62;    Andere Kontaktanlässe mit Bezug auf die Erziehung;-;-;-;-;-;-;-;-;-;-
ICD10-Z63;    Andere Kontaktanl.m.Bezug a.d.engeren Familienkr.;-;-;-;-;-;-;-;-;-;-
ICD10-Z64;    Kontaktanl. m. Bezug auf best. psychosoz. Umstände;-;-;-;-;-;-;-;-;-;-
ICD10-Z65;    Kontaktanl. m. Bezug auf and. psychosoz. Umstände;-;-;-;-;2;-;-;-;-;-
ICD10-Z70-Z76;  Sonstige Inanspruchnahme Gesundheitswesen;5;3;3;6;4;5;2;1;-;2
ICD10-Z70;    Beratung in Bezug auf Sexualeinstellung;-;-;-;-;-;-;-;-;-;-
ICD10-Z71;    Pers.m.Inanspruchn.d.Gesundheitsw.wg.and.Beratung;-;-;-;-;-;1;-;-;-;-
ICD10-Z72;    Probleme mit Bezug auf die Lebensführung;-;-;-;-;-;-;-;-;-;-
ICD10-Z73;    Probl. m. Bezug auf Schwierigk. b.d. Lebensbewält.;-;1;-;-;-;-;-;-;-;-
ICD10-Z74;    Probleme mit Bezug auf Pflegebedürftigkeit;5;1;2;3;4;3;1;-;-;1
ICD10-Z75;    Probl. m. Bezug auf med. Betreuungsmöglichkeiten;-;-;-;-;-;-;-;-;-;-
ICD10-Z76;    Pers., die d.Gesundheitsw.aus sonst.Gründ.beanspr.;-;1;1;3;-;1;1;1;-;1
ICD10-Z80-Z99;  Pers.m.Gesundheitsrisiken,Fam.-/Eigenanamnese u.Ä.;18;17;24;12;14;12;10;12;8;7
ICD10-Z80;    Bösartige Neubildung in der Familienanamnese;-;-;-;-;-;-;-;-;-;-
ICD10-Z81;    Psych.Kh./Verhaltensstör. i.d. Familienanamnese;-;-;-;-;-;-;-;-;-;-
ICD10-Z82;    Best. Behind. o. chron. Kh. in der Familienanamn.;-;-;-;-;-;-;-;-;-;-
ICD10-Z83;    Andere spezifische Krankheiten i.d. Familienanamn.;-;-;-;-;-;-;-;-;-;-
ICD10-Z84;    Andere Krankheiten/Zustände i.d. Familienanamnese;-;-;-;-;-;-;-;-;-;-
ICD10-Z85;    Bösartige Neubildung in der Eigenanamnese;7;8;11;9;5;5;7;5;5;3
ICD10-Z86;    Bestimmte andere Krankheiten in der Eigenanamnese;-;1;1;-;-;1;-;-;-;-
ICD10-Z87;    Andere Krankheiten oder Zustände in der Eigenanamn;-;1;-;-;1;1;-;1;-;-
ICD10-Z88;    Allergie gegenüber Arzneim./Drogen/biol.Subst.;-;-;-;-;-;1;-;-;-;-
ICD10-Z89;    Extremitätenverlust;1;-;-;-;-;-;-;-;-;-
ICD10-Z90;    Verlust von Organen, andernorts nicht klass.;2;-;3;-;2;-;-;-;-;1
ICD10-Z91;    Risikofaktoren i.d. Eigenanamnese, ao.nicht klass.;1;2;-;-;2;-;-;-;-;1
ICD10-Z92;    Medizinische Behandlung in der Eigenanamnese;1;-;-;-;-;1;-;2;2;-
ICD10-Z93;    Vorhandensein einer künstlichen Körperöffnung;1;1;4;-;-;-;-;-;-;-
ICD10-Z94;    Zustand nach Organ- oder Gewebetransplantation;-;-;-;-;-;-;-;-;-;-
ICD10-Z95;    Vorhandensein v.kardialen/vaskulär. Impl./Transpl.;3;-;3;-;2;-;-;2;1;1
ICD10-Z96;    Vorhandensein von anderen funktionellen Implantate;-;1;-;1;-;-;1;-;-;-
ICD10-Z97;    Vorhandensein anderer med. Geräte/Hilfsmittel;-;-;-;-;-;-;-;-;-;-
ICD10-Z98;    Sonstige Zustände nach chirurgischem Eingriff;-;-;-;1;2;2;1;2;-;1
ICD10-Z99;    Abhängigkeit von unterstützenden Apparaten/Geräten;2;3;2;1;-;1;1;-;-;-
ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;2;4;3;2;3;-;-;-;6;9
ICD10-U00-U49;  Vorl.Zuord. f. Kh. m.unkl.Ätiologie u.n.b.Schl-Nr.;1;1;1;1;-;-;-;-;1;-
ICD10-U04;    Schweres akutes respiratorisches Syndrom (SARS);1;1;1;1;-;-;-;-;1;-
ICD10-U05;    Nicht belegte Schlüsselnummer;-;-;-;-;-;-;-;-;-;-
ICD10-U06;    Zika-Viruskrankheit;-;-;-;-;-;-;-;-;-;-
ICD10-U50-U52;  Funktionseinschränkung;1;3;2;1;3;-;-;-;5;9
ICD10-U50;    Motorische Funktionseinschränkung;1;1;2;1;-;-;-;-;1;3
ICD10-U51;    Kognitive Funktionseinschränkung;-;2;-;-;-;-;-;-;4;6
ICD10-U52;    Frührehabilitations-Barthel-Index (FRB);-;-;-;-;3;-;-;-;-;-
ICD10-U55-U55;  Erfolgte Registrierung zur Organtransplantation;-;-;-;-;-;-;-;-;-;-
ICD10-U55;    Erfolgte Registrierung zur Organtransplantation;-;-;-;-;-;-;-;-;-;-
ICD10-U60-U61;  Stadieneinteilung der HIV-Infektion;-;-;-;-;-;-;-;-;-;-
ICD10-U60;    Klinische Kategorien der HIV-Krankheit;-;-;-;-;-;-;-;-;-;-
ICD10-U61;    Anzahl der T-Helferzellen bei HIV-Krankheit;-;-;-;-;-;-;-;-;-;-
ICD10-U80-U85;  Infektionserr.m.best.Antibiotika-/Chemotherap.res.;-;-;-;-;-;-;-;-;-;-
ICD10-U80;    Grampos.Erreger m.Antibiotikares.,bes.Maßn.erford.;-;-;-;-;-;-;-;-;-;-
ICD10-U81;    Gramneg. Erreger mit Multiresis. gegen Antibiotika;-;-;-;-;-;-;-;-;-;-
ICD10-U82;    Mykobakterien mit Resistenz gegen Antituberkulotik;-;-;-;-;-;-;-;-;-;-
ICD10-U83;    Candida m. Resistenz gegen Fluconalzol/Voriconazol;-;-;-;-;-;-;-;-;-;-
ICD10-U84;    Herpesviren mit Resistenz gegen Virustatika;-;-;-;-;-;-;-;-;-;-
ICD10-U85;    Humanes Immundefizienz-Virus mit Resistenz;-;-;-;-;-;-;-;-;-;-
UNBEKANNT;unbekannt;16;26;11;4;5;2;18;10;9;5
;Insgesamt;408310;407473;401865;404842;417290;403787;427201;419359;427917;437398
__________
© Statistisches Bundesamt (Destatis), 2021
Stand: 14.01.2021 / 19:17:03
